title,tokens,tokens_text,num_tokens,category,location,price_numeric
House on sale at Putalisadak,"['house', 'sale', 'putalisadak']",house sale putalisadak,3,House,"Putalisadak, Kathmandu",50000000.0
"House on sale in Thankot, Chandragiri","['house', 'sale', 'thankot', 'chandragiri']",house sale thankot chandragiri,4,House,"Thankot, Kathmandu",12800000.0
"House on sale in Mahadevsthan, Chandragiri","['house', 'sale', 'mahadevsthan', 'chandragiri']",house sale mahadevsthan chandragiri,4,House,"Mahadevsthan, Kathmandu",12000000.0
House on sale in Thankot,"['house', 'sale', 'thankot']",house sale thankot,3,House,"Thankot, Kathmandu",9800000.0
"House on sale in Thankot, Chandragiri","['house', 'sale', 'thankot', 'chandragiri']",house sale thankot chandragiri,4,House,"Thankot, Kathmandu",17000000.0
Bungalow on sale in Naxal,"['bungalow', 'sale', 'naxal']",bungalow sale naxal,3,House,"Naxal, Kathmandu",100000000.0
Commercial house on sale in Balaju,"['commercial', 'house', 'sale', 'balaju']",commercial house sale balaju,4,House,"Balaju, Kathmandu",260000000.0
"Commercial house on sale in Ratopool, Gaushala","['commercial', 'house', 'sale', 'ratopool', 'gaushala']",commercial house sale ratopool gaushala,5,House,"Ratopool, Kathmandu",150000000.0
"House on sale in Manjushree Marga, Lalitpur","['house', 'sale', 'manjushree', 'marga', 'lalitpur']",house sale manjushree marga lalitpur,5,House,"Bungamati, Lalitpur",25000000.0
Brand new bungalow on urgent sale at Gothatar,"['brand', 'new', 'bungalow', 'urgent', 'sale', 'gothatar']",brand new bungalow urgent sale gothatar,6,House,"Gothatar, Kathmandu",62500000.0
"House on urgent sale in Bhaisepati, Lalitpur","['house', 'urgent', 'sale', 'bhaisepati', 'lalitpur']",house urgent sale bhaisepati lalitpur,5,House,"Bhaisepati, Lalitpur",25500000.0
House on sale in Naxal,"['house', 'sale', 'naxal']",house sale naxal,3,House,"Naxal, Kathmandu",38000000.0
"House on sale in Pasikot, Budhanilkantha","['house', 'sale', 'pasikot', 'budhanilkantha']",house sale pasikot budhanilkantha,4,House,"Pasikot, Kathmandu",55000000.0
"Bungalow on sale at Sanepa, Lalitpur","['bungalow', 'sale', 'sanepa', 'lalitpur']",bungalow sale sanepa lalitpur,4,House,"Sanepa, Lalitpur",97500000.0
House on sale in Golfutar,"['house', 'sale', 'golfutar']",house sale golfutar,3,House,"Golfutar, Kathmandu",43000000.0
"House on urgent sale in Samakhusi, Sarkari Dhara","['house', 'urgent', 'sale', 'samakhusi', 'sarkari', 'dhara']",house urgent sale samakhusi sarkari dhara,6,House,"Samakhusi, Kathmandu",30000000.0
"House on sale in Mangal Colony, Bhaisepati","['house', 'sale', 'mangal', 'colony', 'bhaisepati']",house sale mangal colony bhaisepati,5,House,"Bhaisepati, Lalitpur",27500000.0
"House on sale at Pasikot, Budhanilkantha","['house', 'sale', 'pasikot', 'budhanilkantha']",house sale pasikot budhanilkantha,4,House,"Pasikot, Kathmandu",30000000.0
"House on sale in Nilopool, Sukedhara","['house', 'sale', 'nilopool', 'sukedhara']",house sale nilopool sukedhara,4,House,"Nilopool, Kathmandu",26000000.0
House for sale at Pasikot,"['house', 'sale', 'pasikot']",house sale pasikot,3,House,"Pasikot, Kathmandu",32000000.0
"Luxurious house on sale in Shantinagar, Baneshwor","['luxurious', 'house', 'sale', 'shantinagar', 'baneshwor']",luxurious house sale shantinagar baneshwor,5,House,"Shantinagar, Kathmandu",90000000.0
"House on sale in Budhanilkantha, Hepali height","['house', 'sale', 'budhanilkantha', 'hepali', 'height']",house sale budhanilkantha hepali height,5,House,"Hepali Height, Kathmandu",41000000.0
"House on sale at Baluwatar, Kathmandu","['house', 'sale', 'baluwatar', 'kathmandu']",house sale baluwatar kathmandu,4,House,"Baluwatar, Kathmandu",130000000.0
House on sale in Budhanilkantha,"['house', 'sale', 'budhanilkantha']",house sale budhanilkantha,3,House,"Budhanilkantha, Kathmandu",31000000.0
House on sale at Dhapasi Height,"['house', 'sale', 'dhapasi', 'height']",house sale dhapasi height,4,House,"Dhapasi, Kathmandu",25000000.0
2 houses are on sale sale in Baluwatar,"['house', 'sale', 'sale', 'baluwatar']",house sale sale baluwatar,4,House,"Baluwatar, Kathmandu",70000000.0
"House on urgent sale in Hepali height, Golfutar","['house', 'urgent', 'sale', 'hepali', 'height', 'golfutar']",house urgent sale hepali height golfutar,6,House,"Golfutar, Kathmandu",22000000.0
Bungalow on sale in Budhanilkantha,"['bungalow', 'sale', 'budhanilkantha']",bungalow sale budhanilkantha,3,House,"Rudreshwor, Kathmandu",140000000.0
House for sale at Bhangal,"['house', 'sale', 'bhangal']",house sale bhangal,3,House,"Bhangal , Kathmandu",19000000.0
House on sale at Chunikhel,"['house', 'sale', 'chunikhel']",house sale chunikhel,3,House,"Chunikhel, Kathmandu",13000000.0
House for sale at Akashedhara,"['house', 'sale', 'akashedhara']",house sale akashedhara,3,House,"Kapan, Kathmandu",20000000.0
House for sale at Gongabu,"['house', 'sale', 'gongabu']",house sale gongabu,3,House,"Gongabu, Kathmandu",18500000.0
House on sale at Kapan,"['house', 'sale', 'kapan']",house sale kapan,3,House,"Kapan, Kathmandu",12500000.0
"House for sale at Kapan, Bhangal","['house', 'sale', 'kapan', 'bhangal']",house sale kapan bhangal,4,House,"Bhangal , Kathmandu",18000000.0
Bungalow on sale at Dhumbarahi ,"['bungalow', 'sale', 'dhumbarahi']",bungalow sale dhumbarahi,3,House,"Chappal karkhana, Kathmandu",38500000.0
House on sale at Sukedhara,"['house', 'sale', 'sukedhara']",house sale sukedhara,3,House,"Sukedhara, Kathmandu",45000000.0
House on sale at Greenland Chowk,"['house', 'sale', 'greenland', 'chowk']",house sale greenland chowk,4,House,"Dhapasi, Kathmandu",33000000.0
House on sale at Karyabinayak Housing Colony,"['house', 'sale', 'karyabinayak', 'housing', 'colony']",house sale karyabinayak housing colony,5,House,"Bhaisepati, Lalitpur",28000000.0
House on sale at Gopikrishna,"['house', 'sale', 'gopikrishna']",house sale gopikrishna,3,House,"Jaya Bageshwori, Kathmandu",57500000.0
House on sale at Sundarbasti,"['house', 'sale', 'sundarbasti']",house sale sundarbasti,3,House,"Bhangal , Kathmandu",32000000.0
House on sale Sundarbasti,"['house', 'sale', 'sundarbasti']",house sale sundarbasti,3,House,"Bhangal , Kathmandu",19000000.0
House on sale at Thulo Bharyang ,"['house', 'sale', 'thulo', 'bharyang']",house sale thulo bharyang,4,House,"Swoyambhu, Kathmandu",24500000.0
"House on sale at Narayanthan, Taulung","['house', 'sale', 'narayanthan', 'taulung']",house sale narayanthan taulung,4,House,"Taulung, Kathmandu",38000000.0
House on sale at Kapan,"['house', 'sale', 'kapan']",house sale kapan,3,House,"Kapan, Kathmandu",27500000.0
House on sale at Greenland,"['house', 'sale', 'greenland']",house sale greenland,3,House,"Dhapasi, Kathmandu",47500000.0
House on sale at Grande Housing,"['house', 'sale', 'grande', 'housing']",house sale grande housing,4,House,"Dhapasi, Kathmandu",28000000.0
"Bungalow on rent/sale in Maharajgunj, near by American Emabssy","['bungalow', 'rentsale', 'maharajgunj', 'near', 'american', 'emabssy']",bungalow rentsale maharajgunj near american emabssy,6,House,"Maharajgunj, Kathmandu",49000000.0
House on sale at Tokha,"['house', 'sale', 'tokha']",house sale tokha,3,House,"Tokha Saraswoti, Kathmandu",13500000.0
Bungalow on sale at Bhaisepati,"['bungalow', 'sale', 'bhaisepati']",bungalow sale bhaisepati,3,House,"Bhaisepati, Lalitpur",29000000.0
Bungalow on sale in Dhapasi height,"['bungalow', 'sale', 'dhapasi', 'height']",bungalow sale dhapasi height,4,House,"Dhapasi, Kathmandu",32000000.0
House on sale at Sundarbasti,"['house', 'sale', 'sundarbasti']",house sale sundarbasti,3,House,"Bhangal , Kathmandu",23800000.0
"House on sale in Golfutar, Budhanilkantha","['house', 'sale', 'golfutar', 'budhanilkantha']",house sale golfutar budhanilkantha,4,House,"Golfutar, Kathmandu",34000000.0
Bungalow for sale at Baluwatar,"['bungalow', 'sale', 'baluwatar']",bungalow sale baluwatar,3,House,"Baluwatar, Kathmandu",22500000.0
"House for sale in Greenland, Grande, Tokha","['house', 'sale', 'greenland', 'grande', 'tokha']",house sale greenland grande tokha,5,House,"Grande Hospital, Kathmandu",32800000.0
House on sale at Sundarbasti,"['house', 'sale', 'sundarbasti']",house sale sundarbasti,3,House,"Bhangal , Kathmandu",20500000.0
Semi commercial house on sale at Bhangal,"['semi', 'commercial', 'house', 'sale', 'bhangal']",semi commercial house sale bhangal,5,House,"Bhangal , Kathmandu",26500000.0
House on sale at Raniban,"['house', 'sale', 'raniban']",house sale raniban,3,House,"Banasthali, Kathmandu",29000000.0
House on sale at Sundarbasti,"['house', 'sale', 'sundarbasti']",house sale sundarbasti,3,House,"Mandikatar, Kathmandu",27500000.0
House on sale at Golfutar height,"['house', 'sale', 'golfutar', 'height']",house sale golfutar height,4,House,"Golfutar, Kathmandu",36500000.0
Bungalow for sale at Ganeshchowk,"['bungalow', 'sale', 'ganeshchowk']",bungalow sale ganeshchowk,3,House,"Budhanilkantha, Kathmandu",28500000.0
House on sale at Baluwatar,"['house', 'sale', 'baluwatar']",house sale baluwatar,3,House,"Baluwatar, Kathmandu",50000000.0
House on sale at Budhanilkantha,"['house', 'sale', 'budhanilkantha']",house sale budhanilkantha,3,House,"Budhanilkantha, Kathmandu",65000000.0
Bungalow on sale at Narayanthan,"['bungalow', 'sale', 'narayanthan']",bungalow sale narayanthan,3,House,"Narayanthan , Kathmandu",133000000.0
House on sale at Budhanilkantha,"['house', 'sale', 'budhanilkantha']",house sale budhanilkantha,3,House,"Budhanilkantha, Kathmandu",45000000.0
House on sale at Kapan Chunikhel,"['house', 'sale', 'kapan', 'chunikhel']",house sale kapan chunikhel,4,House,"Chunikhel, Kathmandu",23000000.0
House on sale at sundarbasti,"['house', 'sale', 'sundarbasti']",house sale sundarbasti,3,House,"Mandikatar, Kathmandu",25000000.0
House on sale at Dhapasi,"['house', 'sale', 'dhapasi']",house sale dhapasi,3,House,"Dhapasi, Kathmandu",40000000.0
House on sale at Icimod Dhapakhel,"['house', 'sale', 'icimod', 'dhapakhel']",house sale icimod dhapakhel,4,House,"Satdobato, Lalitpur",25000000.0
House on sale at Sitapaila,"['house', 'sale', 'sitapaila']",house sale sitapaila,3,House,"Sitapaila, Kathmandu",55000000.0
House on sale near Grande Hospital,"['house', 'sale', 'near', 'grande', 'hospital']",house sale near grande hospital,5,House,"Tokha Saraswoti, Kathmandu",21500000.0
Residential house on sale at Baniyatar,"['residential', 'house', 'sale', 'baniyatar']",residential house sale baniyatar,4,House,"Baniyatar, Kathmandu",26000000.0
House on sale at Mandikhatar,"['house', 'sale', 'mandikhatar']",house sale mandikhatar,3,House,"Mandikatar, Kathmandu",26000000.0
House on sale at Dhapakhel,"['house', 'sale', 'dhapakhel']",house sale dhapakhel,3,House,"Dhapakhel, Lalitpur",26500000.0
House on sale at Dhapasi,"['house', 'sale', 'dhapasi']",house sale dhapasi,3,House,"Dhapasi, Kathmandu",28000000.0
"House on sale at Hepali, Golfutar","['house', 'sale', 'hepali', 'golfutar']",house sale hepali golfutar,4,House,"Hepali Height, Kathmandu",34500000.0
Bungalow on sale at Ganeshchowk,"['bungalow', 'sale', 'ganeshchowk']",bungalow sale ganeshchowk,3,House,"Budhanilkantha, Kathmandu",32500000.0
House on sale at Golfutar,"['house', 'sale', 'golfutar']",house sale golfutar,3,House,"Golfutar, Kathmandu",34500000.0
House on sale at Shankhamul,"['house', 'sale', 'shankhamul']",house sale shankhamul,3,House,"Shankhamul, Kathmandu",32500000.0
House on sale at Sano Bharyang,"['house', 'sale', 'sano', 'bharyang']",house sale sano bharyang,4,House,"Banasthali, Kathmandu",29500000.0
House on sale Tokha,"['house', 'sale', 'tokha']",house sale tokha,3,House,"Tokha Saraswoti, Kathmandu",24500000.0
"House on sale at Mandikhatar, Kapan","['house', 'sale', 'mandikhatar', 'kapan']",house sale mandikhatar kapan,4,House,"Mandikatar, Kathmandu",65000000.0
House on sale at Budhanilkantha,"['house', 'sale', 'budhanilkantha']",house sale budhanilkantha,3,House,"Budhanilkantha, Kathmandu",67500000.0
House for sale at Dhapasi,"['house', 'sale', 'dhapasi']",house sale dhapasi,3,House,"Dhapasi, Kathmandu",21500000.0
House on sale at Kapan-Paiyutar,"['house', 'sale', 'kapanpaiyutar']",house sale kapanpaiyutar,3,House,"Paiyuntar, Kathmandu",19000000.0
House on sale at Nakhipot,"['house', 'sale', 'nakhipot']",house sale nakhipot,3,House,"Nakhipot, Lalitpur",55000000.0
House on sale at Dhungedhara,"['house', 'sale', 'dhungedhara']",house sale dhungedhara,3,House,"Banasthali, Kathmandu",49500000.0
House on urgent sale at Chandragiri,"['house', 'urgent', 'sale', 'chandragiri']",house urgent sale chandragiri,4,House,"Thankot, Kathmandu",18000000.0
"House for sale in Thankot, Chandragiri","['house', 'sale', 'thankot', 'chandragiri']",house sale thankot chandragiri,4,House,"Thankot, Kathmandu",11500000.0
House for sale in Kalanki,"['house', 'sale', 'kalanki']",house sale kalanki,3,House,"Kalanki, Kathmandu",13000000.0
House for sale at Thankot,"['house', 'sale', 'thankot']",house sale thankot,3,House,"Thankot, Kathmandu",21000000.0
"House for sale in Matatirtha, Chandragiri","['house', 'sale', 'matatirtha', 'chandragiri']",house sale matatirtha chandragiri,4,House,"Thankot, Kathmandu",13500000.0
"House for sale in Matatirtha, Chandragiri","['house', 'sale', 'matatirtha', 'chandragiri']",house sale matatirtha chandragiri,4,House,"Thankot, Kathmandu",17500000.0
"House on sale at Chandragiri, High Vision Colony","['house', 'sale', 'chandragiri', 'high', 'vision', 'colony']",house sale chandragiri high vision colony,6,House,"Thankot, Kathmandu",19000000.0
"House on sale at Thankot, Chandragiri","['house', 'sale', 'thankot', 'chandragiri']",house sale thankot chandragiri,4,House,"Thankot, Kathmandu",12000000.0
House on sale in Thankot,"['house', 'sale', 'thankot']",house sale thankot,3,House,"Thankot, Kathmandu",14000000.0
House on sale in Chandragiri,"['house', 'sale', 'chandragiri']",house sale chandragiri,3,House,"Thankot, Kathmandu",13000000.0
House on urgent sale at Bansbari,"['house', 'urgent', 'sale', 'bansbari']",house urgent sale bansbari,4,House,"Bansbari, Kathmandu",36000000.0
House on sale in Thankot,"['house', 'sale', 'thankot']",house sale thankot,3,House,"Thankot, Kathmandu",16500000.0
House on sale in Thankot,"['house', 'sale', 'thankot']",house sale thankot,3,House,"Thankot, Kathmandu",13500000.0
"House on sale in Chandragiri, Mahadevsthan","['house', 'sale', 'chandragiri', 'mahadevsthan']",house sale chandragiri mahadevsthan,4,House,"Thankot, Kathmandu",11500000.0
Bungalow on rent at Chundevi,"['bungalow', 'rent', 'chundevi']",bungalow rent chundevi,3,House,"Chandol, Kathmandu",40000000.0
Semi commercial house for sale at Boudha ,"['semi', 'commercial', 'house', 'sale', 'boudha']",semi commercial house sale boudha,5,House,"Bouddha, Kathmandu",80000000.0
Bungalow on sale in Sitapaila Colony,"['bungalow', 'sale', 'sitapaila', 'colony']",bungalow sale sitapaila colony,4,House,"Sitapaila, Kathmandu",26500000.0
"Semi-Bungalow on sale at Bansbari, Budhanilkantha","['semibungalow', 'sale', 'bansbari', 'budhanilkantha']",semibungalow sale bansbari budhanilkantha,4,House,"Bansbari, Kathmandu",37000000.0
House on sale in Bafal,"['house', 'sale', 'bafal']",house sale bafal,3,House,"Bafal, Kathmandu",20300000.0
House for rent at Chappalkarkhana,"['house', 'rent', 'chappalkarkhana']",house rent chappalkarkhana,3,House,"Chappal karkhana, Kathmandu",35000000.0
"House on sale at Hepali, Golfutar","['house', 'sale', 'hepali', 'golfutar']",house sale hepali golfutar,4,House,"Hepali Height, Kathmandu",43000000.0
House on sale at Hepali Height,"['house', 'sale', 'hepali', 'height']",house sale hepali height,4,House,"Dhapasi, Kathmandu",22000000.0
Semi-Bungalow on sale at Bhaisepati,"['semibungalow', 'sale', 'bhaisepati']",semibungalow sale bhaisepati,3,House,"Bhaisepati, Lalitpur",29000000.0
"Bungalow on sale at Sitapaila, Ramkot","['bungalow', 'sale', 'sitapaila', 'ramkot']",bungalow sale sitapaila ramkot,4,House,"Ramkot, Kathmandu",23000000.0
Commercial house on sale at Samakhusi,"['commercial', 'house', 'sale', 'samakhusi']",commercial house sale samakhusi,4,House,"Samakhusi, Kathmandu",52000000.0
Semi-Bungalow on sale at Lainchaur,"['semibungalow', 'sale', 'lainchaur']",semibungalow sale lainchaur,3,House,"Lainchaur, Kathmandu",55000000.0
Semi-Bungalow on sale at Naxal,"['semibungalow', 'sale', 'naxal']",semibungalow sale naxal,3,House,"Naxal, Kathmandu",76000000.0
Semi-Bungalow on sale at Naxal,"['semibungalow', 'sale', 'naxal']",semibungalow sale naxal,3,House,"Naxal, Kathmandu",38000000.0
"House on sale at Kalanki, Syuchatar","['house', 'sale', 'kalanki', 'syuchatar']",house sale kalanki syuchatar,4,House,"Syuchatar, Kathmandu",32000000.0
Bungalow on sale at Dhapasi,"['bungalow', 'sale', 'dhapasi']",bungalow sale dhapasi,3,House,"Dhapasi, Kathmandu",32000000.0
Villa on sale at Swoyambhu,"['villa', 'sale', 'swoyambhu']",villa sale swoyambhu,3,House,"Ichangu Narayan, Kathmandu",29000000.0
Bungalow on sale at Kupandol,"['bungalow', 'sale', 'kupandol']",bungalow sale kupandol,3,House,"Kupandole, Lalitpur",150000000.0
"House on sale at Nakhipot, Lalitpur","['house', 'sale', 'nakhipot', 'lalitpur']",house sale nakhipot lalitpur,4,House,"Nakhipot, Lalitpur",21500000.0
"House on sale at Sanepa, Lalitpur","['house', 'sale', 'sanepa', 'lalitpur']",house sale sanepa lalitpur,4,House,"Sanepa, Lalitpur",58000000.0
House on sale at Dhapasi,"['house', 'sale', 'dhapasi']",house sale dhapasi,3,House,"Dhapasi, Kathmandu",31000000.0
House on sale in Battisputali,"['house', 'sale', 'battisputali']",house sale battisputali,3,House,"Battisputali, Kathmandu",51000000.0
House for sale in Budhanilkantha,"['house', 'sale', 'budhanilkantha']",house sale budhanilkantha,3,House,"Budhanilkantha, Kathmandu",23500000.0
House on sale at Maitidevi,"['house', 'sale', 'maitidevi']",house sale maitidevi,3,House,"Maitidevi, Kathmandu",46500000.0
"House on sale at Kalanki, Bafal","['house', 'sale', 'kalanki', 'bafal']",house sale kalanki bafal,4,House,"Bafal, Kathmandu",28000000.0
"House on sale at Kalanki, Syuchatar","['house', 'sale', 'kalanki', 'syuchatar']",house sale kalanki syuchatar,4,House,"Kalanki, Kathmandu",25000000.0
"House on sale at Chappal Karkhana, Chakrapath","['house', 'sale', 'chappal', 'karkhana', 'chakrapath']",house sale chappal karkhana chakrapath,5,House,"Chappal karkhana, Kathmandu",32000000.0
"House on sale at Chandol, Baluwatar","['house', 'sale', 'chandol', 'baluwatar']",house sale chandol baluwatar,4,House,"Chandol, Kathmandu",34000000.0
House on sale at Samakhusi,"['house', 'sale', 'samakhusi']",house sale samakhusi,3,House,"Samakhusi, Kathmandu",32000000.0
"A new house for sale in Golfutar, Budhanilkantha ","['new', 'house', 'sale', 'golfutar', 'budhanilkantha']",new house sale golfutar budhanilkantha,5,House,"Golfutar, Kathmandu",32500000.0
Bungalow for sale at Budhanilkantha,"['bungalow', 'sale', 'budhanilkantha']",bungalow sale budhanilkantha,3,House,"Budhanilkantha, Kathmandu",48000000.0
"Bungalow on sale Mahadevtar height, Samakhusi","['bungalow', 'sale', 'mahadevtar', 'height', 'samakhusi']",bungalow sale mahadevtar height samakhusi,5,House,"Samakhusi, Kathmandu",25000000.0
House for sale at Sukedhara,"['house', 'sale', 'sukedhara']",house sale sukedhara,3,House,"Sukedhara, Kathmandu",42500000.0
House for sale at Budhanilkantha,"['house', 'sale', 'budhanilkantha']",house sale budhanilkantha,3,House,"Budhanilkantha, Kathmandu",67500000.0
House for rent/sale at Hattigauda,"['house', 'rentsale', 'hattigauda']",house rentsale hattigauda,3,House,"Hattigaunda, Kathmandu",54000000.0
Bungalow on sale Budhanilkantha,"['bungalow', 'sale', 'budhanilkantha']",bungalow sale budhanilkantha,3,House,"Budhanilkantha, Kathmandu",95000000.0
House for sale at Chappalkarkhana,"['house', 'sale', 'chappalkarkhana']",house sale chappalkarkhana,3,House,"Chappal karkhana, Kathmandu",32000000.0
House for sale at Samakhusi,"['house', 'sale', 'samakhusi']",house sale samakhusi,3,House,"Samakhusi, Kathmandu",32000000.0
"House on sale at Thapathali, Kathmandu","['house', 'sale', 'thapathali', 'kathmandu']",house sale thapathali kathmandu,4,House,"Thapathali, Kathmandu",69000000.0
House on sale at Bhaisepati,"['house', 'sale', 'bhaisepati']",house sale bhaisepati,3,House,"Bhaisepati, Lalitpur",28000000.0
"House for sale at Kantipur Colony, Nakhipot","['house', 'sale', 'kantipur', 'colony', 'nakhipot']",house sale kantipur colony nakhipot,5,House,"Nakhipot, Lalitpur",23000000.0
"House for sale at Banasthali, Ranibaan","['house', 'sale', 'banasthali', 'ranibaan']",house sale banasthali ranibaan,4,House,"Banasthali, Kathmandu",45000000.0
House for sale at Khumaltar,"['house', 'sale', 'khumaltar']",house sale khumaltar,3,House,"Satdobato, Lalitpur",45000000.0
Bungalow for sale at Sanepa,"['bungalow', 'sale', 'sanepa']",bungalow sale sanepa,3,House,"Sanepa, Lalitpur",120000000.0
House for sale at Sanepa ,"['house', 'sale', 'sanepa']",house sale sanepa,3,House,"Sanepa, Lalitpur",75000000.0
House for sale at Hattiban,"['house', 'sale', 'hattiban']",house sale hattiban,3,House,"Hattiban, Lalitpur",100000000.0
House for sale at Jawalakhel,"['house', 'sale', 'jawalakhel']",house sale jawalakhel,3,House,"Jawalakhel, Lalitpur",36000000.0
House for sale at Khumaltar,"['house', 'sale', 'khumaltar']",house sale khumaltar,3,House,"Hattiban, Lalitpur",30000000.0
House on sale near Deuba Niwas,"['house', 'sale', 'near', 'deuba', 'niwas']",house sale near deuba niwas,5,House,"Budhanilkantha, Kathmandu",45000000.0
House on sale at Dhapasi,"['house', 'sale', 'dhapasi']",house sale dhapasi,3,House,"Dhapasi, Kathmandu",32000000.0
"House on sale at Naxal, Bhatbhateni","['house', 'sale', 'naxal', 'bhatbhateni']",house sale naxal bhatbhateni,4,House,"Naxal, Kathmandu",95000000.0
"House on sale at Golfutar, Hepali","['house', 'sale', 'golfutar', 'hepali']",house sale golfutar hepali,4,House,"Hepali Height, Kathmandu",34000000.0
"House for sale at Naxal, Bhatbhateni","['house', 'sale', 'naxal', 'bhatbhateni']",house sale naxal bhatbhateni,4,House,"Naxal, Kathmandu",38000000.0
Bungalow on sale at Budhanilkantha height,"['bungalow', 'sale', 'budhanilkantha', 'height']",bungalow sale budhanilkantha height,4,House,"Budhanilkantha, Kathmandu",45000000.0
"House on sale at Gongabu, Ranibari","['house', 'sale', 'gongabu', 'ranibari']",house sale gongabu ranibari,4,House,"Gongabu, Kathmandu",80000000.0
House on sale at Sukedhara Chowk,"['house', 'sale', 'sukedhara', 'chowk']",house sale sukedhara chowk,4,House,"Sukedhara, Kathmandu",105000000.0
"House on sale at Golfutar, Hepali","['house', 'sale', 'golfutar', 'hepali']",house sale golfutar hepali,4,House,"Hepali Height, Kathmandu",32000000.0
House for sale at Budhanilkantha,"['house', 'sale', 'budhanilkantha']",house sale budhanilkantha,3,House,"Budhanilkantha, Kathmandu",105000000.0
House on sale at Pasikot,"['house', 'sale', 'pasikot']",house sale pasikot,3,House,"Pasikot, Kathmandu",55000000.0
House for sale at Budhanilkantha,"['house', 'sale', 'budhanilkantha']",house sale budhanilkantha,3,House,"Budhanilkantha, Kathmandu",70000000.0
"House for sale at Budhanilkantha, Rudreshwor","['house', 'sale', 'budhanilkantha', 'rudreshwor']",house sale budhanilkantha rudreshwor,4,House,"Budhanilkantha, Kathmandu",57000000.0
"House on rent at Kupondole, Lalitpur","['house', 'rent', 'kupondole', 'lalitpur']",house rent kupondole lalitpur,4,House,"Kupandole, Lalitpur",52000000.0
"House for sale at Nakhu, Lalitpur","['house', 'sale', 'nakhu', 'lalitpur']",house sale nakhu lalitpur,4,House,"Nakkhu, Lalitpur",25000000.0
House for rent in Bakhundole(Kupondole),"['house', 'rent', 'bakhundolekupondole']",house rent bakhundolekupondole,3,House,"Kupandole, Lalitpur",25000000.0
"House for sale at Hattiban, Lalitpur","['house', 'sale', 'hattiban', 'lalitpur']",house sale hattiban lalitpur,4,House,"Hattiban, Lalitpur",35000000.0
"House on sale at Nakhudole, Bhaisepati","['house', 'sale', 'nakhudole', 'bhaisepati']",house sale nakhudole bhaisepati,4,House,"Bhaisepati, Lalitpur",25000000.0
Bungalow on sale at Bhaisepati,"['bungalow', 'sale', 'bhaisepati']",bungalow sale bhaisepati,3,House,"Bhaisepati, Lalitpur",24500000.0
"House on sale at Lalitpur, Nakhipot","['house', 'sale', 'lalitpur', 'nakhipot']",house sale lalitpur nakhipot,4,House,"Nakhipot, Lalitpur",21500000.0
"House on sale at Sorhakhutte, Manang gate","['house', 'sale', 'sorhakhutte', 'manang', 'gate']",house sale sorhakhutte manang gate,5,House,"Sorhakhutte, Kathmandu",37000000.0
Modern style bungalow on sale at Bhaisepati,"['modern', 'style', 'bungalow', 'sale', 'bhaisepati']",modern style bungalow sale bhaisepati,5,House,"Bhaisepati, Lalitpur",37500000.0
"House on sale at Bhaisepati, near Vinayak colony","['house', 'sale', 'bhaisepati', 'near', 'vinayak', 'colony']",house sale bhaisepati near vinayak colony,6,House,"Bhaisepati, Lalitpur",27500000.0
"House on sale at Hattiban, Lalitpur","['house', 'sale', 'hattiban', 'lalitpur']",house sale hattiban lalitpur,4,House,"Hattiban, Lalitpur",28000000.0
"3 storey house at Gurjudhara, Matatirtha is up for sale","['storey', 'house', 'gurjudhara', 'matatirtha', 'sale']",storey house gurjudhara matatirtha sale,5,House,"Kalanki, Kathmandu",18000000.0
3.5 storey house at Dhapasi for sale,"['35', 'storey', 'house', 'dhapasi', 'sale']",35 storey house dhapasi sale,5,House,"Basundhara, Kathmandu",37000000.0
New House near (1KM) Gwarko height ,"['new', 'house', 'near', '1km', 'gwarko', 'height']",new house near 1km gwarko height,6,House,"Imadol, Lalitpur",21500000.0
A 14 Ropani Villa on Rent at Budhanilkantha,"['14', 'ropani', 'villa', 'rent', 'budhanilkantha']",14 ropani villa rent budhanilkantha,5,House,"Budhanilkantha, Kathmandu",77000000.0
Flat system house for sale at Samakhushi Kathmandu!,"['flat', 'system', 'house', 'sale', 'samakhushi', 'kathmandu']",flat system house sale samakhushi kathmandu,6,House,"Samakhushi chowk, Kathmandu",35000000.0
Modern House For Sale @ Maligaun Kathmandu,"['modern', 'house', 'sale', 'maligaun', 'kathmandu']",modern house sale maligaun kathmandu,5,House,"Maligaon, Kathmandu",65000000.0
 A Bungalow on sale at Banasthali Kathmandu,"['bungalow', 'sale', 'banasthali', 'kathmandu']",bungalow sale banasthali kathmandu,4,House,"Banasthali, Kathmandu",100000000.0
"House for SALE at Kusunti, Lalitpur","['house', 'sale', 'kusunti', 'lalitpur']",house sale kusunti lalitpur,4,House,"Kusunti, Lalitpur",42500000.0
Sitapaila House Is On Sale,"['sitapaila', 'house', 'sale']",sitapaila house sale,3,House,"Sitapaila,  Kathmandu",22000000.0
"Chandragiri,Balambu House Is On Sale","['chandragiribalambu', 'house', 'sale']",chandragiribalambu house sale,3,House," Balambu,  Kathmandu",22500000.0
Rai Chowk House on Sale,"['rai', 'chowk', 'house', 'sale']",rai chowk house sale,4,House,"Rai Chowk,  Kathmandu",25000000.0
"Lalitpur,Sainbu House Is On Sale","['lalitpursainbu', 'house', 'sale']",lalitpursainbu house sale,3,House,"Sainbu,  Lalitpur",35000000.0
Aadheshwor House Is On Sale,"['aadheshwor', 'house', 'sale']",aadheshwor house sale,3,House,"Sitapaila,  Kathmandu",30000000.0
